content,score,sentiment,clean
semoga ini bisa jadi yang terbaik,5,positif,semoga ini bisa jadi yang terbaik
"pengembalian barang tidak kunjung selesai, dari 27 nov 2025 sampai sekarang. Tidak tahu uang saya kemana sekarang. Saya sangat menyarankan untuk berganti toko online lain, untuk saat ini.",1,negatif,pengembalian barang tidak kunjung selesai dari nov sampai sekarang tidak tahu uang saya kemana sekarang saya sangat menyarankan untuk berganti toko online lain untuk saat ini
"Promo diskriminatif, non pulau koentji gk dapat 👎 + sering error buka keranjang",1,negatif,promo diskriminatif non pulau koentji gk dapat sering error buka keranjang
baru kali ink menemui masalah tapi tokopedia care tidak ada respon cepat tunggu 12 jam bahkan sudah lewat 2hari tdk ada,1,negatif,baru kali ink menemui masalah tapi tokopedia care tidak ada respon cepat tunggu jam bahkan sudah lewat hari tdk ada
apa ini kian hari kian lemot. kok kalah ama orange yg isinnya banyak video. apa tikusnya udah banyak?,3,netral,apa ini kian hari kian lemot kok kalah ama orange yg isinnya banyak video apa tikusnya udah banyak
"pengendapan saldo yang terlalu lambat baik untuk penjual atau pembeli, pelayanan cs pun tidak ada, bahkan klo ada pun tidak menyelesaikan masalah. sekian buat tokped saya tidak akan kembali lagi wkwkwk",1,negatif,pengendapan saldo yang terlalu lambat baik untuk penjual atau pembeli pelayanan cs pun tidak ada bahkan klo ada pun tidak menyelesaikan masalah sekian buat tokped saya tidak akan kembali lagi wkwkwk
good,5,positif,good
buruk bgt tidak profesional dan lama,1,negatif,buruk bgt tidak profesional dan lama
semenjak kurirnya jadi lebih cepat pengiriman nya jadi balik lagi keu Tokopedia apalagi diskon gratis ongkir nya bisa buat instan jadi makin cepat dan hemat.,5,positif,semenjak kurirnya jadi lebih cepat pengiriman nya jadi balik lagi keu tokopedia apalagi diskon gratis ongkir nya bisa buat instan jadi makin cepat dan hemat
pengiriman lambat bener sampe 6 hari,3,netral,pengiriman lambat bener sampe hari
murah,5,positif,murah
langbat kemitraan logistik super lambat gak kaya aplikasi sebelah mereka pake JNE dan sebagainya 3 hari 4 hari sampe inih 5 hari aja masih setengah jalan pake kemitraan ANTARAJA pantes lelet ganti mitra logistik mending,3,netral,langbat kemitraan logistik super lambat gak kaya aplikasi sebelah mereka pake jne dan sebagainya hari hari sampe inih hari aja masih setengah jalan pake kemitraan antaraja pantes lelet ganti mitra logistik mending
"oke, bagus. rekomendasi lah buat belanja online. saran sering sering lah gratis ongkirnya.",5,positif,oke bagus rekomendasi lah buat belanja online saran sering sering lah gratis ongkirnya
good promo awal taun,5,positif,good promo awal taun
"saya membeli 2 barang dengan menggunakan pengiriman instan pada tanggal 03-02-2026, dengan harapan agar bisa saya gunakan pada hari ini tanggal 04-02-2026 tepat pukul 14:00WIB, namun barang pesan6saya tidak di pickup hingga saya kehilangan pekerjaan saya. saya sudah menghubungi CS tokped, namun hanya diusahakan dan diberi kompensasi 70rb untuk kelalaian meraka, baru kali ini pengalaman pertama saya sangat buruk di tokped semenjak jadi pelanggan setia dari tahun 2019. sdh saatnya pndh toko",1,negatif,saya membeli barang dengan menggunakan pengiriman instan pada tanggal dengan harapan agar bisa saya gunakan pada hari ini tanggal tepat pukul wib namun barang pesansaya tidak di pickup hingga saya kehilangan pekerjaan saya saya sudah menghubungi cs tokped namun hanya diusahakan dan diberi kompensasi rb untuk kelalaian meraka baru kali ini pengalaman pertama saya sangat buruk di tokped semenjak jadi pelanggan setia dari tahun sdh saatnya pndh toko
apk lemot,1,negatif,apk lemot
maksih,5,positif,maksih
rekomend banget,5,positif,rekomend banget
mantap cepat. semoga barang pesenan saya sampai,5,positif,mantap cepat semoga barang pesenan saya sampai
Pesan barang pakai kurir instant tapi berasa pakai samedays.,1,negatif,pesan barang pakai kurir instant tapi berasa pakai samedays
"Saya pernah batalkan pesanan di Tokopedia, tapi bukanya dana nya balik, malah di tahan di dana refund, sudah coba buat narik ke gopay, disuruh tunggu 1x24 jam, setelah 1x24 jam dana nya belom juga cair, aneh banget, masa dana orang di tahan tahan gila",1,negatif,saya pernah batalkan pesanan di tokopedia tapi bukanya dana nya balik malah di tahan di dana refund sudah coba buat narik ke gopay disuruh tunggu x jam setelah x jam dana nya belom juga cair aneh banget masa dana orang di tahan tahan gila
goodw,5,positif,goodw
ok,5,positif,ok
"semenjak gabung tiktok,saya sebagai sellee malah gak ada satupun pembeli chat atau order barang",1,negatif,semenjak gabung tiktoksaya sebagai sellee malah gak ada satupun pembeli chat atau order barang
mudah berbelanja,5,positif,mudah berbelanja
"makin lama makin lemot aplikasinya, sering masuk promo ke kotak pesan masuk. bukannya lancar malah jadi lemot.",3,netral,makin lama makin lemot aplikasinya sering masuk promo ke kotak pesan masuk bukannya lancar malah jadi lemot
"verry good, semoga Tokopedia jaya",5,positif,verry good semoga tokopedia jaya
gercep pokonya,4,positif,gercep pokonya
"bagus, namun kadang update pengiriman tidak tertulis secara lengkap, keterangan nya hanya SEDANG DI KIRIM sedangkan lokasi dimana atau dari mana ke mana itu tidak ada, jadi bingung kalau kita tunggu di rumah takut gak nyampai hari ini, kalau kita diam di rumah menunggu paket gak dateng kita juga membuang waktu untuk menunggu",3,netral,bagus namun kadang update pengiriman tidak tertulis secara lengkap keterangan nya hanya sedang di kirim sedangkan lokasi dimana atau dari mana ke mana itu tidak ada jadi bingung kalau kita tunggu di rumah takut gak nyampai hari ini kalau kita diam di rumah menunggu paket gak dateng kita juga membuang waktu untuk menunggu
semua transaksi sudah diulas tp selalu muncul instruksi ulas produk,3,netral,semua transaksi sudah diulas tp selalu muncul instruksi ulas produk
Haloo toko pedia sy pelanggan lama di tokopedia..akhir2 ini sy merasa risih dg metode pembayaran tokopedia yg menempatkan paylater gopay paling atas..kadang2 sering salah pembayaran..salah pincet.bahkan tak tau dikira SDH bayar via virtualaccount ..tiba2 ada notifikasi tagihan telat bayar digopaylater..3 hari telat saja dendanya 1x lipat pembelian sangat merugikan saya banget..yg harusnya cash jadi paylater .dg kejadian ini sy ngga akan belanja lagi ditoko pedia kecuali payleter dibawah posisiny,3,netral,haloo toko pedia sy pelanggan lama di tokopediaakhir ini sy merasa risih dg metode pembayaran tokopedia yg menempatkan paylater gopay paling ataskadang sering salah pembayaransalah pincetbahkan tak tau dikira sdh bayar via virtualaccount tiba ada notifikasi tagihan telat bayar digopaylater hari telat saja dendanya x lipat pembelian sangat merugikan saya bangetyg harusnya cash jadi paylater dg kejadian ini sy ngga akan belanja lagi ditoko pedia kecuali payleter dibawah posisiny
"toko ga jls, komplain ga da customer service yg jawab, offline trs",1,negatif,toko ga jls komplain ga da customer service yg jawab offline trs
tokopedia sekarang tdk ada gratis ongkir 0. gimana bisa kompetitif?,2,negatif,tokopedia sekarang tdk ada gratis ongkir gimana bisa kompetitif
jos vocer tambahin,5,positif,jos vocer tambahin
PEMBATALAN DAN PENGEMBALIAN DANA RIBET SISTEMNYA BURUK,2,negatif,pembatalan dan pengembalian dana ribet sistemnya buruk
"nih toped jg ngk jelas klo make wifi lambat klo make paket data baru cepat, cari barang jg ribet kata kunci udh bener dibilang barang ini ngk bisa dibeli pdhl emg itu kata kuncinya hadehh",3,netral,nih toped jg ngk jelas klo make wifi lambat klo make paket data baru cepat cari barang jg ribet kata kunci udh bener dibilang barang ini ngk bisa dibeli pdhl emg itu kata kuncinya hadehh
membantu sekali saat darurat,5,positif,membantu sekali saat darurat
"Tolong dong diperbaiki ini halaman paylater saya ga bisa di akses selalu error error error terus halaman tidak ditemukan, saya ga bisa melakukan pembayaran, mau co ga bisa, mau bayar angsuran juga ga bisa!",2,negatif,tolong dong diperbaiki ini halaman paylater saya ga bisa di akses selalu error error error terus halaman tidak ditemukan saya ga bisa melakukan pembayaran mau co ga bisa mau bayar angsuran juga ga bisa
apk membantu belanja delivery ke rumah tinggal nunggu,5,positif,apk membantu belanja delivery ke rumah tinggal nunggu
tolong di perbaiki dong aplikasinya kadang masih error blank putih doang,5,positif,tolong di perbaiki dong aplikasinya kadang masih error blank putih doang
"aplikasi tidak berguna potongan besar tidak sesuai dengan kinerja, menyulitkan seller",1,negatif,aplikasi tidak berguna potongan besar tidak sesuai dengan kinerja menyulitkan seller
"kenapa sekrg saldo pembatalan tdk langsung masuk rek? mana menu refundnya sperti disembunyikan ternyata dari pemberitahuan, pusing nyari berjam-jam. kayak sengaja biar org yg tdk tau gabisa narik saldo. payah nih aplikasi.",1,negatif,kenapa sekrg saldo pembatalan tdk langsung masuk rek mana menu refundnya sperti disembunyikan ternyata dari pemberitahuan pusing nyari berjamjam kayak sengaja biar org yg tdk tau gabisa narik saldo payah nih aplikasi
"Bonus Diskon ga bisa dipake, kadang2 cuma 1%>> makin hari makin kocak aja tokped",1,negatif,bonus diskon ga bisa dipake kadang cuma makin hari makin kocak aja tokped
"gw gk pernah ngasih rating ke apk apapun di playstore kecuali ini,, emang apk jelek, cacat, merugikan bgt",1,negatif,gw gk pernah ngasih rating ke apk apapun di playstore kecuali ini emang apk jelek cacat merugikan bgt
lebih mudah dan gampang,5,positif,lebih mudah dan gampang
siip,5,positif,siip
di tingkatkan lagi ke yang lebih baik,5,positif,di tingkatkan lagi ke yang lebih baik
aplikasi gajelas terlalu di bikin ribet,1,negatif,aplikasi gajelas terlalu di bikin ribet
berheti pake JNT .. bangkrut dia taii paket gua ganyampe nyampe,1,negatif,berheti pake jnt bangkrut dia taii paket gua ganyampe nyampe
sangat bagus diskonnya😍😍,5,positif,sangat bagus diskonnya
"sudah 3 kali secara berturut-turut pesanan saya dibatalkan secara otomatis tanpa pernah diproses sama sekali dan penjual terlihat cuek tanpa membalas chat yang sudah saya kirim, saya ingin mengajukan komplain tetapi dipersulit",1,negatif,sudah kali secara berturutturut pesanan saya dibatalkan secara otomatis tanpa pernah diproses sama sekali dan penjual terlihat cuek tanpa membalas chat yang sudah saya kirim saya ingin mengajukan komplain tetapi dipersulit
belanja lebih mudah,5,positif,belanja lebih mudah
lemotttttt,1,negatif,lemotttttt
"parah banget apknya ribet, hidup itu jgn mempersulit dong, daftar dan verifikasinya aja susah, mana lemot banget lagi apknya, hapus aja aplikasinya dah",1,negatif,parah banget apknya ribet hidup itu jgn mempersulit dong daftar dan verifikasinya aja susah mana lemot banget lagi apknya hapus aja aplikasinya dah
Lumayan Bagus,5,positif,lumayan bagus
mantap praktis pembayaran nya.,5,positif,mantap praktis pembayaran nya
cakep bangets Nih apk,5,positif,cakep bangets nih apk
"Aplikasi dungu, bukan nya mempermudah seller, malah memperibet.. Mesti banget download sampe 2 Aplikasi tambahan buat jualan disini.. Tolol tolol..",1,negatif,aplikasi dungu bukan nya mempermudah seller malah memperibet mesti banget download sampe aplikasi tambahan buat jualan disini tolol tolol
makin update makin lemot mending di tutup aj skalian,1,negatif,makin update makin lemot mending di tutup aj skalian
"makin update makin lemot mau belanja sampai sinyal 5g, saya mending belanja di toko oren lebih mulus",1,negatif,makin update makin lemot mau belanja sampai sinyal g saya mending belanja di toko oren lebih mulus
mantab 👍 sekali toko pedia joss,5,positif,mantab sekali toko pedia joss
top,5,positif,top
slalu bnyk promo i like it😍💯,5,positif,slalu bnyk promo i like it
penanganan komplen buruk,1,negatif,penanganan komplen buruk
"Bug terlalu banyak, gak usah dijelasin kalo ada QA juga bakal tahu. Udah sukur dikasih tahu disini, ngelunjak suruh bikin tiket laporan.",1,negatif,bug terlalu banyak gak usah dijelasin kalo ada qa juga bakal tahu udah sukur dikasih tahu disini ngelunjak suruh bikin tiket laporan
"berulang kali belanja di apk ini,,,baru kali ini merasa kecewa,,,,pesanan uda di kirim tiba"" di batalkan sistem,mana pengembalian uang pembayarannya gk jelas masuk kemana",1,negatif,berulang kali belanja di apk inibaru kali ini merasa kecewapesanan uda di kirim tiba di batalkan sistemmana pengembalian uang pembayarannya gk jelas masuk kemana
Loading sangat cepat,5,positif,loading sangat cepat
mantap banget mass,5,positif,mantap banget mass
"ga ribet, ga rewel iklan",5,positif,ga ribet ga rewel iklan
Belanja dengan apk ini sangat la mudah untuk Belanja di indomaret 🤗🤗,5,positif,belanja dengan apk ini sangat la mudah untuk belanja di indomaret 
sangat terbaik,5,positif,sangat terbaik
buruk banget gak bisa di batalkan pesanan,1,negatif,buruk banget gak bisa di batalkan pesanan
"baru kemarin 2 feb 2026, 2 orderan saya dibatalkan otomatis oleh penjual,tapi saldo refund masuk ke Atas Nama Sulhan (setelah ditelusuri) ada penarikan ke atas nama Sulhan. harusnya ke saldo Tokopedia saya atau gopay saya. dan sekarang tiba-tiba akun Tokopedia saya di non aktifkan. uang refund /pembatalan saya belum balik.",1,negatif,baru kemarin feb orderan saya dibatalkan otomatis oleh penjualtapi saldo refund masuk ke atas nama sulhan setelah ditelusuri ada penarikan ke atas nama sulhan harusnya ke saldo tokopedia saya atau gopay saya dan sekarang tibatiba akun tokopedia saya di non aktifkan uang refund pembatalan saya belum balik
"aplikasinya ampas, mau retur gaada solusi sama sekali, respon lama yg bales bot pula. mending sebelah aja dah gaguna ini.",1,negatif,aplikasinya ampas mau retur gaada solusi sama sekali respon lama yg bales bot pula mending sebelah aja dah gaguna ini
baguuus,5,positif,baguuus
hebat juga,5,positif,hebat juga
mantab,5,positif,mantab
good,5,positif,good
ok,5,positif,ok
bayar pake kode qris tpi malah ga berhasil saldo lenyap deh,2,negatif,bayar pake kode qris tpi malah ga berhasil saldo lenyap deh
wahh,5,positif,wahh
aku bangga banget bisa gunakan apps tokped. murah dan mudah terjangkau,5,positif,aku bangga banget bisa gunakan apps tokped murah dan mudah terjangkau
apalah saldo saya tidak bisa ditarik lagi udah nyampai 4 hari masih belum masuk juga,1,negatif,apalah saldo saya tidak bisa ditarik lagi udah nyampai hari masih belum masuk juga
Sarang Penipu Banyak Toko Fiktif.....Akun saya di hack,1,negatif,sarang penipu banyak toko fiktifakun saya di hack
bagus,5,positif,bagus
"aplikasi pelit, gratis ongkir aja ga ada otomatis pindah aplikasi dong",1,negatif,aplikasi pelit gratis ongkir aja ga ada otomatis pindah aplikasi dong
seumurr hidupp akuuu baru pake tokped ternyataaa banyakkk prmooo gilaaa😭😭😭,5,positif,seumurr hidupp akuuu baru pake tokped ternyataaa banyakkk prmooo gilaaa
"alamat maps tidak akurat, update lagi mapsnya",2,negatif,alamat maps tidak akurat update lagi mapsnya
good,5,positif,good
mudah dan membantu,5,positif,mudah dan membantu
masak udah klewat tanggalnya blum dikiirim kirim .kurirnya gak beres,1,negatif,masak udah klewat tanggalnya blum dikiirim kirim kurirnya gak beres
"apala ongkir nya melebihi harga barang mahal "" semua ga sudi bgt belanja di sini lagi ongkir mahal barang nya mahal voucher nya ga guna!!!!!",1,negatif,apala ongkir nya melebihi harga barang mahal semua ga sudi bgt belanja di sini lagi ongkir mahal barang nya mahal voucher nya ga guna
