content,score
aplikasi jelek yang selalu berada di pihak ekspedisi meski penipu. hati-hati yang mau beli melalui aplikasi ini,1
CS nya jelek,1
mohon maaf aja sih ☆3 soalnya kupon gratis ongkirnya gk bisa di pakek hampir semua barang yg mau saya beli. dan untuk kupon diskon udah gk ada nasalah mines di kupon ongkir tadi aja masak ongkir 18k di tambah perlindungan barang yg lumayan tergantung barangnya sama aja kupon diskon cuman habis buat ongkir,3
perbaiki fitur pencarian,1
lemot aplikasi kalah cepat dari oren,5
voucher gratis ongkir hilang gini jadi mikir buat cekout 😮‍💨,3
"apk bagus , termasuk komplit",5
"cod taek, tak bisa koplok lo",1
bagus,5
mudah bg sy gunakan,5
bagus,5
Good... markotop... mantap...,5
tolong lebih teliti lagi dan beri info ke platform lain juga. masih ada aja toko yang menjual barang palsu dan tidak punya etika yang baik. jangan sampai tokped kena imbasnya merugikan pembeli. sama saja melindungi tindakan kejahatan. terima kasih,2
"saya pengguna tokopedia kurang lebih 2013 -2014 transaksi pertama saya. bayar gak pernah telat , tapi kenapa saldo ditokopedia saya hilangnya besar banget. sekarang saya lari pindah ke toko OREN disini gak bisa menjaga kepercayaan apa CS lakuin.",1
"Hai buat Tokopedia makasih banyak yaa, udah 2x dapet potongan harga lebih dari 30k, btw lagi donggg mau potongan harganya🥹",5
lemot aplikasinya,1
puas,5
"Aaya adlh pelanggan Tokopedia dgn akun Herman Wibiksono, dimana untuk paylatter nya sudah tdk ada lagi di akun saya, sehingga sy kesulitan untuk nanti pabila kn melakukan pembayaran, krn kasih ada yg harus saya byar cicilan nya, terimakasih",5
gopay pinjam & paylater buruk.. saya telat satu hari itupun karena lupa tgl jatuh tempo.. saya tdk bisa paylater lg..saya pinjol ataupun paylater tdk pernah telat.!! kali ini saya karena lupa.. dan saya gak akan belanja lg di Toped.. belagu,1
di tokopedia banyak sekali toko² baru yang terkesan abal². Mereka menjual barang mewah dengan harga tidak masuk akal. Mohon ditertibkan toko-toko baru yang bermunculan tersebut. Sementara saya hapus dulu apk ini.,3
"sangat membantu,semoga amanah",5
"Makin gak jelas, habis update harus ningggu 30 menit lebih buay instal aplkiasi",1
Di iPad ada aplikasi Tokopedia kenapa di chromebook gak ada di play store nya? bikinin donk aplikasi khusus buat chromebook nya udah jenuh pakai browser desktopnya gak semudah mobile-nya.,3
"saran aja, kalau namanya instant berarti behaviour customer pasti butuhnya urgent dan cepet. tapi kok bisa dibiarin proses di seller sampe harian. di benerin deh kalo seller buka opsi instant ya konsekuen aja bisa 2-3 jam kirim.",1
GOOD,5
"ni aplikasi makin lemot aja. padahal sering minta update. kalo server n sistemnya ga sanggup mengelola terlalu banyak/kompleks, ga usah nambah²in fitur yg ga penting kayak video produk di tampilan pertama setelah searching produk",2
sangat lengkap dan membantu,5
mahal² TDK sesuai yg di iklankan,1
"pengembalian saldo Tokopedia dari rekening lama, tarutama pas pesanan di cancel misalkan gara gara salah alamat,salah variant, mending KLO ada pilihan bayar pake saldo Tokopedia mungkin ga masalah buat di pakai transaksi lagi, ini harus ditarik dulu ke rekening buat di pakai transaksi lagi di toped, perbaiki!",2
harga barang terbilang cukup mahal dari lapak lain dan pengiriman sering tidak sesuai estimasi(lebih lama 1-2hari)dan tidak ada fitur hapus chat apabila sedang berkomunikasi dengan pihak store,2
datang nya tidak sesuai,3
Aplikasi tolol banyak penipu,1
"My Pedia ✨👍❤🥰, the Best",5
penggunaan aplikasi Tokopedia makin ribet,1
mantap,5
kirim notifikasi bertubi2 uninstal lah,1
"saya checkout 14.500 lalu bayar di alfamart, waktu batalkan pesanan dan refun dibalikinnya cuma 11.500 padahal harga barang 12.000 bahkan biaya layanan dan biaya jasa aplikasi ga dibalikin.",1
mantap,5
jelek,1
good,5
ok,5
"kronologi berawal saat saya menemukan video ada promo di tokopedia, setelah melihat video tsb sy langsung mendownload tokopedia, saya mengikuti tutorial video tsb namun setelah transaksi berhasil ketika saya check di ""detail transaksi"" transaksinya menjadi gagal. ketika saya lapor ke tim toko pedia care saya mendapat tiket laporan dan saya dituduh melanggar syarat dan ketentuan nomer4 ""untuk keuntungan pribadi"" padahal itu pertama kalinya sy transaksi ditoko pedia dan itu akun pertama sy...",1
Tokopedia memang Joss,5
ok,5
beli bumbu pecel cabe merah dibatalkan oleh tokonya jadi agak bagaimana,4
"terpaksa sy uninstal aplikasi ini, karena banyak toko yg gak jelas bika gaknya, apalagi toko yg pakai diskon gak pernah terealisasi, barang gak pernah dikirim hingga batal otomatis Toko2 diaplikasi ini banyak yg gak niat jualan, seminggu ini sudah ada 5 toko yg sy ciba beli diaplikasi ini tp gak ada 1 oun yg kirim barang Apa tokped gak bisa filter mana tokonyg msh aktif, sekarat atau mati?",3
Tokopedia hebat terus bertambah dan berkembang,5
"makin tahun aplikasi ini makin busuk,banyak masalah dan makin mahal harga2 barangnya,cs,y juga abal2 lelet banget..ampun belanjan di sini",1
Bagus 👍,5
"saya sudah lama pakai Tokopedia, tapi baru kali ini saya kecewa dengan Tim Admin Tokopedia krn urus proses pengembalian dana saya terlalu . Alasan bertele-tele ini itu sudah jelas penjualnya tidak amanah dan bukti jelas, semua dokumen yg diminta sudah sy kirim tapi sudah 1 bulan tidak ada tanggapan. Sangat buruk penanganannya.",1
makin kesini makin berat,4
mantap,5
parah pengiriman barang tidak dikirim cepat sampai ke tujuan penerima.,5
memberikan kemudahan dan kenyamanan berbelanja di Toped,5
excellent,5
"tadinya aplikasinya bagus,lama-lama makin ngak jelas tampilannya,mau cari tiket kereta aja entah di mana?sangat membagongkan",1
"kecewa berat, Tokopedia care tidak bisa membantu,",1
trm kasih,5
bagus,5
ok,4
"babi, iklan lu keluar mulu di game w, reawrd w ilang gara2 iklan lu",1
pesen di tokped paling lama bisa semingguan aneh padahal pesen dari jakarta utara kirim ke jakarta barat kocak,1
pesen sepatu udah dibatalin tapi uangnya belum kembali padahal udah 19 hari,1
baik,4
gila paket kagak kunjung di pick up udh seminggu lebih parah banget pihak expedisi sama seller nya,1
banyak masalah nya kayak rumah toped sedang bermasalah,1
mohon maaf saya tidak jd masuk apk ini mohon data saya di hps saja dan jika di salah gunakan saya tidak bertanggung jawab..hari ini sudah saya uninstal trima kasih,2
ok lah ini,5
lg cek cek kok murahan shopee ya.... pdhl barang sama... g jd tokped maaf ya,1
ini serius tiap Minggu harus update terus??,1
"LANGGANAN PLUS , SERING CO , BULAN INI UDAH CO TOTAL 10JT+ GILIRAN ADA MASALAH LELET BANGET...",1
"nyaman banget belanja disini, top deh!!",5
banyak menampilkan hal-hal yg tidak perlu. bikin berat aplikasi,4
buka chat nya lama banget,3
"setiap cari mark barang tidak bisa mencari/tampil, gak kaya toko sebelah",1
ongkirnya mahal banget,1
Baru update minta update lagii Gimana min,5
ini aplikasi ngeselin bgt niat nya mau beli pas udah ada uang eh malah di hapus barang yang di favoritkan atau di tandai sial bgt😡,1
aku kira dapat diskon besar ternyata cuman iming2 aja. begitu mau beli diskonnya hilang jadi harga normal,1
mNtap,5
lumayan ada perbaikan,4
Memudahkan berbelanja,5
bagus,5
"parah sih, instant kurir ga pernah dpt kurir. sampe di batalin otomatis",1
ok,5
"masih bintang 1 nih, karenan pelayanan dari J&T nya lama banget, 2 paket 5hari ga sampai, tau2 malah di retur sama J&T, terus tokped ga layanan live chat, ada sih tapi ribet kalo kau live chat. belanja disini sesekali aja buat sampingan oren😁 saran saya kerja sama dengan jasa pengiriman yg rajin",1
semoga terus jaya,5
ok boss,4
aplikasi ini bermanfaat untuk pengguna baru,5
"tidak ada opsi menilai kurir,jadi kurirnya kurang bertanggung jawab.barang sering di return,sebelum sampai tujuan",1
"toko pedia ft tiktok gak ada obat dah , 😍😍😍😘😘😘 mantap the best dah",5
mendukung penjual nakal,1
tarik saldo lama,1
good lah pokoknya,5
"PERHATIKAN DONGG CUSTOMER2 YANG LAPORIN TOKO,,,,, MASA MASIH AJA BERJALAN ITU TOKO GABENERRR, UDH DIBAYAR BARANG TA KUNJUNG DATANGGG,,,, BALES CHAT CUSTOMER NYA JUGA SANGAT TIDAK MENGENAKAN!!!!!!!!!!!! DAN KENAPA MAU LAPORIN TOKO DOANG SANGAT SULIT??? JARINGAN BAGUSS TAPI GABISA DI KIRIM-KIRIM!!!!!!!!!!!!!!",1
adanya iklan bisa mengganggu bacaan dan pandangan,5
gratis ongkirnya mana ini? pindah aplikasi aja kalau ga ada gratis ongkir,1
baik,4
"kurangi iklan d setiap apk lain,ngeganggu tau kaya d fizzo,atau apk lainnya masih mending muncul sekali dalam 30mnt ini engkk!! hampir setiap 2/5mnt Skali muncul iklan d apk lain kesel lama lama",2
sangat senang belanja di toped,5
"aplikasi sudah bagus, tolong jangan lemot,jangan kalah sama platform sh*pp*e",5
nice,5
mudah dan cepat🙏,5
okelah mantapp,5
ini serius aplikasi Tokopedia tidak kompatibel di redmi note 10? kok bisa jadi semakin enggak jelas performa aplikasi Tokopedia. padahal dulu yang paling ringan. si aplikasi oren yang ukurannya ratusan MB kompatibel loh di redmi note 10,1
ok bngt,5
"Tokped sekarang kenapa sih? Tiap order kiriman instan kok susah banget dapet driver? Bukan sekali tapi setiap kali. Padahal order dah dr pagi, seller pun dah proses kirim dari siang, tp statusnya mencari driver terus berulang-ulang sampe maghrib. Akhirnya mental ganti dari Gojek ke Grab. Setelah ganti Grab baru dapet driver. Klo emang Gojek gak mampu, kasih lah pilihan kurir instantnya mau Gojek atau Grab. Percuma juga ada instant Jangan krn hal ini terus buyer pindah sebelah. Harga jg sama aja",1
"memenuhi kebutuhan saya, free ongkir, harga bersaing",5
"Saya edit ulasan saya, semakin kemari semakin buruk. salah satunya di Tokopedia Card, yang mana limit saya tidak akurat, sehingga saya harus nombok. Kek koruptor aja nilep saldo Minta bantuan ke CS gak nyelesain masalah. Kalo gini terus dah, umurnya gabakal lama.",1
🙏🙏,5
bagusnya bisa pakai paylater. mudah2an kedepannya Cod nya di perbanyak.,5
baik slalu adakan promonya biar semakin sangat puas,5
"Saya pengguna tokopedia bagus dan komplit dan ga pelit,yang saya ga suka telat 1 & 2,hari cerewetnya ga nahan telat pasti saya bayar dan saya juga pasti bayar tolong difahami terimakasih tokopedia..🤭👍❤️",5
bgus,5
Tidak ada pertanggung jawaban Saya telah tertipu beli coin,1
"Mancap, recomended bgt",2
top,4
good,5
jelek ga ada gratis ongkir,1
ongkir radak blug tolong dipertimbangkan,4
otp via sms aja,3
sangat ok,5
ok,5
good,5
bintang 1 karena kecewa penanganan pengembalian dana barang rusak yang lama sekali hampir 1bulan belum selesai.. kalau masalah cepat selesai nanti bintang bisa berubah kembali,1
jangan update mulu min,3
iklan lu kelamaan anjinggg,1
APANYA PENGIRIMAN INSTANT TETAP AJA SAMPAI NYA TIDAK TEPAT WAKTU,1
mantap.,5
"aku baru inget pernah nabung emas di tokopedia, setelah dicek fitur emas di tokopedia sudah tutup. terakhir cek 2024. baru di cek harus diakses lewat pluang. aktifin lah pluang, baru coba tombol pindahkan emas tokped ke pluang muncul pesan saldo emas tokped sudah kosong.",1
good!!!!,5
"aneh diskon 50% pengguna baru sekali mau check-out barangnya gabisa, jadi harga normal dan jauh lebih mahal dari aplikasi online shop lainya, ongkinya ga ngotak lagi",1
prefer belanja disini drpd dioten atau dibiru,5
bagus,5
"topet banyak promonya,",4
ok,4
"sudah tidak Gratis Ongkir lagi, jd skrng lebih banyak belanja di toko orange",3
Kembaranya duolingo 🤭,4
lebih komplit lagi dong,4
cepat mudah komplit plit,5
jos,5
ok aku langsung kasi 5 bintang,5
proses retur sangat lama...2minggu belum selesai,1
makin mudah utk belanja barang apapun Ada pengiriman cepat,5
"bagaikan bumi dan langit pengirimannya dengan toko sebelah yg warna orange parah bgt ini , aku pake tokopedia karena barng yg aku perlukan gk ada di toko orange jd pilih ini tp sudah gk free ongkir trs sampai nya malah cepatan toko orange yg free ongkir dan trus ketika sampai paket nya di antar jam 8 malam , gila baru ini aku pesan cod an di antar jam gtu selama aku pake toko orange kurirnya paling lama jam 5 sore itu pun mereka confirm dl tp ini sudah lah cukup 1 x ini aja transaksi di sini",1
"beberapa mereferensikan untuk tidak pakai tokpe****, ternyata sy merasakan salah satunya Ekspedisi pengiriman yg lelet tdk sesuai jadwal. sebaiknya seller dan ekspedisi lebih selektif supaya tidak merugikan platform.",3
saya ada install toko pedia di HP mana tau perlu barang² apa aja bisa di cari di toko pedia semoga ongkir barang tidak terlalu tinggi 😀🙏,3
"seller2 di tokped sekarang banyak yg aneh2, udah CO bayar cashless aja gak pada di tanggepin. banyak yg tipu2 pula, hadeeehh",2
"kupon gratis ongkir ada tapi ga muncul waktu check out, aplikasi apa lah ini",1
murah,5
bagus,5
"bebas ongkir aja ga ada, pindah aplikasi lain ah. untung bukan ini aja aplikasi online store di Indonesia",1
OKEDEH,5
the best,5
tidak ada diskon,1
"promonya di awal aja, tambah dipakai tambah hilang semua promonya kacau kacau",1
"pantas aplikasinya turun terus dari top aplikasi, lah promonya cuman hiasan ga bisa dipakai",1
bagus,5
masa vocer pengguna baru nya hangus sihh nyesel banget udah ndaftar jelek bgt si jangan donlot aplikasi ini dehh sebelumm nyeselll😮‍💨😮‍💨😮‍💨,1
mau beli error trus hilang promonya? aplikasi penipu harga kah ini? pura2nya murah begitu orang jadi mau beli promonya hilang semua jadi mahal. percuma cek2 harga di aplikasi penipu harga,1
semakin update semakin ribet,1
buruk sekali,1
mantap,5
berbelanja men jadi mudah,5
"The system is really bad, the seller is also incompetent and the delivery is very long, I used the payment method before ordering but the delivery time is very long and three times failed, after I requested a refund, the delivery immediately went smoothly and my refund request was not accepted by the system. This is my first time using this app and it's really bad. I'm really disappointed.",1
minta yg lebih simpel lagi untuk refund .,3
"Halah pilih barang ada kalau 30menit, begitu mau dibayar, diskonnya hilang harganya jadi mahal. aplikasi penipu harga ini",1
semoga tetap konsisten,5
murah,5
aplikasi lelet transaksi tarik k bank aja harus 2×24 jam lama banget,1
"Tolong ditindak lanjuti laporan suami, beli barang di Tokopedia duitnya hilang akun nya ditutup permanen. Terima kasih",1
sangat membantu buat kaum mendang mending,5
"verifikasi kartu tokopedia katanya maksimal 2 hari, ini sampai 1 minggu ga ada kabar.. jangan nge php lah",1
"sayang nya jasa kirim nya jnt ada oknum kurir terlalu arogan,,,baru kali ini saya di remehkan seorang kurir ,",5
Sangat baik,5
"mahal2 ongkirnya apalagi ke kalimantan, padahal dulu ongkir murah, sering banyak promonya dulu",1
sangat puas,5
toko pedia terbaik,5
bagus banget saya suka sekali,5
"disuruh login ulang & coba login ulang tp kode verifikasi tidak dikirim (baik melalui sms/WA)... apakah Tokopedia sudah tidak recomended lagi utk belanja online? hanya sekedar login saja ada kendalanya. Jangan di respon jika jaringan saya bermasalah, saya buka aplikasi lain normal saja. Perbaiki lah sistem anda wahai Tokopedia jika masih ingin bersaing, sekian & terima kasih atas pengalaman buruk ini.",1
alhamdulillah mantap tokopedia aku sudah lama instal cm baru2 ini iseng buka ternyata dpt diskon gede wow udah gitu diskon ga berebut langsung potongan sampe 60rb makasih ya berkah selalu🥰🥰,5
okok,5
nice,5
mantap,5
apk merugikan co tapi tidak bisa ganti alamat dan banyak yg penipu tokonya di suruh QR lah di suruh bikin paylater lah,1
terimakasih tokopedia terimakasih juga istriku kesayangan rida rosida,5
ngak banyak iklan ngak kayak yg oren,5
bagus buat belanja,5
halo tokopedia. tolong dong toko toko yang ada di sini lebih di seleksi lagi. beberapa kali beli barang disini gak di kirim dan akhirnya di batalkan. sekalian juga kasih kolom laporkan toko yang begitu. biar pelanggan bisa laporin ke sistem tokopedianya.,1
mudah dan cepat,5
ok,5
hoooilop pp kk. m,3
mantap banget,5
sangat memuaskan,5
saya habis kena tipu dari orang.. berawal dari saya di suruh ke Alfamart terus saya di kasih kode trus saya isi sampai 2× total 455000 saya ingin pihak Tokopedia membantu saya untuk mengembalikan uang saya yang kena tipu terima kasih,1
aku kasi bintang 4 dulu ya buat toko pedia karna masih baru belanja di tokopedia nanti klo sudah lama belanja slalu dpt discon dan harga murah aku kasi bintang 5 oke,4
tak kira ada potongan harga murah sungguhan eh ternyata cuman tipu2,1
tokped belanja jadi simple dan mudah,5
mantap,5
untuk pengajuan CC kirim otp via SMS lama buanget ga ada ada pilihan lagi,1
"Update terbaru memakan 2GB++ RAM, sering lag di S24 Ultra",3
"loading refund dan pengembalian barang lama banget, banyak seller penipu, tokopedia sangat jelek, jangan download tokopedia",1
"Halo Tokped, saya kurangin dulu bintang nya, saya langganan setia di sini tiap mw beli2 kebutuhan ya di sini, Saya liat review2 aplikasi ini lemot dan emang bener ini tiba2 lemot udah dr kemarin, saya buka aplikasi2 lain termasuk youtube aman2 aja, ini saya mw komplen ke penjual pesanan saya udah sehari status nya belum dlm perjalanan tp gak bisa buka chat loading terus, klo gini terus ya udah gw bye2 aja auto kecewa, auto beneran pindah ke ecommerce sebelah, bye 😡😡",1
